name,url,description,test_type,duration,adaptive_support,remote_support
Sample Assessment 181,https://www.shl.com/sample/assessment-181/,Sample assessment #181 for testing,['K'],45,No,Yes
Sample Assessment 182,https://www.shl.com/sample/assessment-182/,Sample assessment #182 for testing,['K'],45,No,Yes
Sample Assessment 183,https://www.shl.com/sample/assessment-183/,Sample assessment #183 for testing,['K'],45,No,Yes
Sample Assessment 184,https://www.shl.com/sample/assessment-184/,Sample assessment #184 for testing,['K'],45,No,Yes
Sample Assessment 185,https://www.shl.com/sample/assessment-185/,Sample assessment #185 for testing,['K'],45,No,Yes
Sample Assessment 186,https://www.shl.com/sample/assessment-186/,Sample assessment #186 for testing,['K'],45,No,Yes
Sample Assessment 187,https://www.shl.com/sample/assessment-187/,Sample assessment #187 for testing,['K'],45,No,Yes
Sample Assessment 188,https://www.shl.com/sample/assessment-188/,Sample assessment #188 for testing,['K'],45,No,Yes
Sample Assessment 189,https://www.shl.com/sample/assessment-189/,Sample assessment #189 for testing,['K'],45,No,Yes
Sample Assessment 190,https://www.shl.com/sample/assessment-190/,Sample assessment #190 for testing,['K'],45,No,Yes
Sample Assessment 191,https://www.shl.com/sample/assessment-191/,Sample assessment #191 for testing,['K'],45,No,Yes
Sample Assessment 192,https://www.shl.com/sample/assessment-192/,Sample assessment #192 for testing,['K'],45,No,Yes
Sample Assessment 193,https://www.shl.com/sample/assessment-193/,Sample assessment #193 for testing,['K'],45,No,Yes
Sample Assessment 194,https://www.shl.com/sample/assessment-194/,Sample assessment #194 for testing,['K'],45,No,Yes
Sample Assessment 195,https://www.shl.com/sample/assessment-195/,Sample assessment #195 for testing,['K'],45,No,Yes
Sample Assessment 196,https://www.shl.com/sample/assessment-196/,Sample assessment #196 for testing,['K'],45,No,Yes
Sample Assessment 197,https://www.shl.com/sample/assessment-197/,Sample assessment #197 for testing,['K'],45,No,Yes
Sample Assessment 198,https://www.shl.com/sample/assessment-198/,Sample assessment #198 for testing,['K'],45,No,Yes
Sample Assessment 199,https://www.shl.com/sample/assessment-199/,Sample assessment #199 for testing,['K'],45,No,Yes
Sample Assessment 200,https://www.shl.com/sample/assessment-200/,Sample assessment #200 for testing,['K'],45,No,Yes
Sample Assessment 201,https://www.shl.com/sample/assessment-201/,Sample assessment #201 for testing,['K'],45,No,Yes
Sample Assessment 202,https://www.shl.com/sample/assessment-202/,Sample assessment #202 for testing,['K'],45,No,Yes
Sample Assessment 203,https://www.shl.com/sample/assessment-203/,Sample assessment #203 for testing,['K'],45,No,Yes
Sample Assessment 204,https://www.shl.com/sample/assessment-204/,Sample assessment #204 for testing,['K'],45,No,Yes
Sample Assessment 205,https://www.shl.com/sample/assessment-205/,Sample assessment #205 for testing,['K'],45,No,Yes
Sample Assessment 206,https://www.shl.com/sample/assessment-206/,Sample assessment #206 for testing,['K'],45,No,Yes
Sample Assessment 207,https://www.shl.com/sample/assessment-207/,Sample assessment #207 for testing,['K'],45,No,Yes
Sample Assessment 208,https://www.shl.com/sample/assessment-208/,Sample assessment #208 for testing,['K'],45,No,Yes
Sample Assessment 209,https://www.shl.com/sample/assessment-209/,Sample assessment #209 for testing,['K'],45,No,Yes
Sample Assessment 210,https://www.shl.com/sample/assessment-210/,Sample assessment #210 for testing,['K'],45,No,Yes
Sample Assessment 211,https://www.shl.com/sample/assessment-211/,Sample assessment #211 for testing,['K'],45,No,Yes
Sample Assessment 212,https://www.shl.com/sample/assessment-212/,Sample assessment #212 for testing,['K'],45,No,Yes
Sample Assessment 213,https://www.shl.com/sample/assessment-213/,Sample assessment #213 for testing,['K'],45,No,Yes
Sample Assessment 214,https://www.shl.com/sample/assessment-214/,Sample assessment #214 for testing,['K'],45,No,Yes
Sample Assessment 215,https://www.shl.com/sample/assessment-215/,Sample assessment #215 for testing,['K'],45,No,Yes
Sample Assessment 216,https://www.shl.com/sample/assessment-216/,Sample assessment #216 for testing,['K'],45,No,Yes
Sample Assessment 217,https://www.shl.com/sample/assessment-217/,Sample assessment #217 for testing,['K'],45,No,Yes
Sample Assessment 218,https://www.shl.com/sample/assessment-218/,Sample assessment #218 for testing,['K'],45,No,Yes
Sample Assessment 219,https://www.shl.com/sample/assessment-219/,Sample assessment #219 for testing,['K'],45,No,Yes
Sample Assessment 220,https://www.shl.com/sample/assessment-220/,Sample assessment #220 for testing,['K'],45,No,Yes
Sample Assessment 221,https://www.shl.com/sample/assessment-221/,Sample assessment #221 for testing,['K'],45,No,Yes
Sample Assessment 222,https://www.shl.com/sample/assessment-222/,Sample assessment #222 for testing,['K'],45,No,Yes
Sample Assessment 223,https://www.shl.com/sample/assessment-223/,Sample assessment #223 for testing,['K'],45,No,Yes
Sample Assessment 224,https://www.shl.com/sample/assessment-224/,Sample assessment #224 for testing,['K'],45,No,Yes
Sample Assessment 225,https://www.shl.com/sample/assessment-225/,Sample assessment #225 for testing,['K'],45,No,Yes
Sample Assessment 226,https://www.shl.com/sample/assessment-226/,Sample assessment #226 for testing,['K'],45,No,Yes
Sample Assessment 227,https://www.shl.com/sample/assessment-227/,Sample assessment #227 for testing,['K'],45,No,Yes
Sample Assessment 228,https://www.shl.com/sample/assessment-228/,Sample assessment #228 for testing,['K'],45,No,Yes
Sample Assessment 229,https://www.shl.com/sample/assessment-229/,Sample assessment #229 for testing,['K'],45,No,Yes
Sample Assessment 230,https://www.shl.com/sample/assessment-230/,Sample assessment #230 for testing,['K'],45,No,Yes
Sample Assessment 231,https://www.shl.com/sample/assessment-231/,Sample assessment #231 for testing,['K'],45,No,Yes
Sample Assessment 232,https://www.shl.com/sample/assessment-232/,Sample assessment #232 for testing,['K'],45,No,Yes
Sample Assessment 233,https://www.shl.com/sample/assessment-233/,Sample assessment #233 for testing,['K'],45,No,Yes
Sample Assessment 234,https://www.shl.com/sample/assessment-234/,Sample assessment #234 for testing,['K'],45,No,Yes
Sample Assessment 235,https://www.shl.com/sample/assessment-235/,Sample assessment #235 for testing,['K'],45,No,Yes
Sample Assessment 236,https://www.shl.com/sample/assessment-236/,Sample assessment #236 for testing,['K'],45,No,Yes
Sample Assessment 237,https://www.shl.com/sample/assessment-237/,Sample assessment #237 for testing,['K'],45,No,Yes
Sample Assessment 238,https://www.shl.com/sample/assessment-238/,Sample assessment #238 for testing,['K'],45,No,Yes
Sample Assessment 239,https://www.shl.com/sample/assessment-239/,Sample assessment #239 for testing,['K'],45,No,Yes
Sample Assessment 240,https://www.shl.com/sample/assessment-240/,Sample assessment #240 for testing,['K'],45,No,Yes
Sample Assessment 241,https://www.shl.com/sample/assessment-241/,Sample assessment #241 for testing,['K'],45,No,Yes
Sample Assessment 242,https://www.shl.com/sample/assessment-242/,Sample assessment #242 for testing,['K'],45,No,Yes
Sample Assessment 243,https://www.shl.com/sample/assessment-243/,Sample assessment #243 for testing,['K'],45,No,Yes
Sample Assessment 244,https://www.shl.com/sample/assessment-244/,Sample assessment #244 for testing,['K'],45,No,Yes
Sample Assessment 245,https://www.shl.com/sample/assessment-245/,Sample assessment #245 for testing,['K'],45,No,Yes
Sample Assessment 246,https://www.shl.com/sample/assessment-246/,Sample assessment #246 for testing,['K'],45,No,Yes
Sample Assessment 247,https://www.shl.com/sample/assessment-247/,Sample assessment #247 for testing,['K'],45,No,Yes
Sample Assessment 248,https://www.shl.com/sample/assessment-248/,Sample assessment #248 for testing,['K'],45,No,Yes
Sample Assessment 249,https://www.shl.com/sample/assessment-249/,Sample assessment #249 for testing,['K'],45,No,Yes
Sample Assessment 250,https://www.shl.com/sample/assessment-250/,Sample assessment #250 for testing,['K'],45,No,Yes
Sample Assessment 251,https://www.shl.com/sample/assessment-251/,Sample assessment #251 for testing,['K'],45,No,Yes
Sample Assessment 252,https://www.shl.com/sample/assessment-252/,Sample assessment #252 for testing,['K'],45,No,Yes
Sample Assessment 253,https://www.shl.com/sample/assessment-253/,Sample assessment #253 for testing,['K'],45,No,Yes
Sample Assessment 254,https://www.shl.com/sample/assessment-254/,Sample assessment #254 for testing,['K'],45,No,Yes
Sample Assessment 255,https://www.shl.com/sample/assessment-255/,Sample assessment #255 for testing,['K'],45,No,Yes
Sample Assessment 256,https://www.shl.com/sample/assessment-256/,Sample assessment #256 for testing,['K'],45,No,Yes
Sample Assessment 257,https://www.shl.com/sample/assessment-257/,Sample assessment #257 for testing,['K'],45,No,Yes
Sample Assessment 258,https://www.shl.com/sample/assessment-258/,Sample assessment #258 for testing,['K'],45,No,Yes
Sample Assessment 259,https://www.shl.com/sample/assessment-259/,Sample assessment #259 for testing,['K'],45,No,Yes
Sample Assessment 260,https://www.shl.com/sample/assessment-260/,Sample assessment #260 for testing,['K'],45,No,Yes
Sample Assessment 261,https://www.shl.com/sample/assessment-261/,Sample assessment #261 for testing,['K'],45,No,Yes
Sample Assessment 262,https://www.shl.com/sample/assessment-262/,Sample assessment #262 for testing,['K'],45,No,Yes
Sample Assessment 263,https://www.shl.com/sample/assessment-263/,Sample assessment #263 for testing,['K'],45,No,Yes
Sample Assessment 264,https://www.shl.com/sample/assessment-264/,Sample assessment #264 for testing,['K'],45,No,Yes
Sample Assessment 265,https://www.shl.com/sample/assessment-265/,Sample assessment #265 for testing,['K'],45,No,Yes
Sample Assessment 266,https://www.shl.com/sample/assessment-266/,Sample assessment #266 for testing,['K'],45,No,Yes
Sample Assessment 267,https://www.shl.com/sample/assessment-267/,Sample assessment #267 for testing,['K'],45,No,Yes
Sample Assessment 268,https://www.shl.com/sample/assessment-268/,Sample assessment #268 for testing,['K'],45,No,Yes
Sample Assessment 269,https://www.shl.com/sample/assessment-269/,Sample assessment #269 for testing,['K'],45,No,Yes
Sample Assessment 270,https://www.shl.com/sample/assessment-270/,Sample assessment #270 for testing,['K'],45,No,Yes
Sample Assessment 271,https://www.shl.com/sample/assessment-271/,Sample assessment #271 for testing,['K'],45,No,Yes
Sample Assessment 272,https://www.shl.com/sample/assessment-272/,Sample assessment #272 for testing,['K'],45,No,Yes
Sample Assessment 273,https://www.shl.com/sample/assessment-273/,Sample assessment #273 for testing,['K'],45,No,Yes
Sample Assessment 274,https://www.shl.com/sample/assessment-274/,Sample assessment #274 for testing,['K'],45,No,Yes
Sample Assessment 275,https://www.shl.com/sample/assessment-275/,Sample assessment #275 for testing,['K'],45,No,Yes
Sample Assessment 276,https://www.shl.com/sample/assessment-276/,Sample assessment #276 for testing,['K'],45,No,Yes
Sample Assessment 277,https://www.shl.com/sample/assessment-277/,Sample assessment #277 for testing,['K'],45,No,Yes
Sample Assessment 278,https://www.shl.com/sample/assessment-278/,Sample assessment #278 for testing,['K'],45,No,Yes
Sample Assessment 279,https://www.shl.com/sample/assessment-279/,Sample assessment #279 for testing,['K'],45,No,Yes
Sample Assessment 280,https://www.shl.com/sample/assessment-280/,Sample assessment #280 for testing,['K'],45,No,Yes
Sample Assessment 281,https://www.shl.com/sample/assessment-281/,Sample assessment #281 for testing,['K'],45,No,Yes
Sample Assessment 282,https://www.shl.com/sample/assessment-282/,Sample assessment #282 for testing,['K'],45,No,Yes
Sample Assessment 283,https://www.shl.com/sample/assessment-283/,Sample assessment #283 for testing,['K'],45,No,Yes
Sample Assessment 284,https://www.shl.com/sample/assessment-284/,Sample assessment #284 for testing,['K'],45,No,Yes
Sample Assessment 285,https://www.shl.com/sample/assessment-285/,Sample assessment #285 for testing,['K'],45,No,Yes
Sample Assessment 286,https://www.shl.com/sample/assessment-286/,Sample assessment #286 for testing,['K'],45,No,Yes
Sample Assessment 287,https://www.shl.com/sample/assessment-287/,Sample assessment #287 for testing,['K'],45,No,Yes
Sample Assessment 288,https://www.shl.com/sample/assessment-288/,Sample assessment #288 for testing,['K'],45,No,Yes
Sample Assessment 289,https://www.shl.com/sample/assessment-289/,Sample assessment #289 for testing,['K'],45,No,Yes
Sample Assessment 290,https://www.shl.com/sample/assessment-290/,Sample assessment #290 for testing,['K'],45,No,Yes
Sample Assessment 291,https://www.shl.com/sample/assessment-291/,Sample assessment #291 for testing,['K'],45,No,Yes
Sample Assessment 292,https://www.shl.com/sample/assessment-292/,Sample assessment #292 for testing,['K'],45,No,Yes
Sample Assessment 293,https://www.shl.com/sample/assessment-293/,Sample assessment #293 for testing,['K'],45,No,Yes
Sample Assessment 294,https://www.shl.com/sample/assessment-294/,Sample assessment #294 for testing,['K'],45,No,Yes
Sample Assessment 295,https://www.shl.com/sample/assessment-295/,Sample assessment #295 for testing,['K'],45,No,Yes
Sample Assessment 296,https://www.shl.com/sample/assessment-296/,Sample assessment #296 for testing,['K'],45,No,Yes
Sample Assessment 297,https://www.shl.com/sample/assessment-297/,Sample assessment #297 for testing,['K'],45,No,Yes
Sample Assessment 298,https://www.shl.com/sample/assessment-298/,Sample assessment #298 for testing,['K'],45,No,Yes
Sample Assessment 299,https://www.shl.com/sample/assessment-299/,Sample assessment #299 for testing,['K'],45,No,Yes
Sample Assessment 300,https://www.shl.com/sample/assessment-300/,Sample assessment #300 for testing,['K'],45,No,Yes
Sample Assessment 301,https://www.shl.com/sample/assessment-301/,Sample assessment #301 for testing,['K'],45,No,Yes
Sample Assessment 302,https://www.shl.com/sample/assessment-302/,Sample assessment #302 for testing,['K'],45,No,Yes
Sample Assessment 303,https://www.shl.com/sample/assessment-303/,Sample assessment #303 for testing,['K'],45,No,Yes
Sample Assessment 304,https://www.shl.com/sample/assessment-304/,Sample assessment #304 for testing,['K'],45,No,Yes
Sample Assessment 305,https://www.shl.com/sample/assessment-305/,Sample assessment #305 for testing,['K'],45,No,Yes
Sample Assessment 306,https://www.shl.com/sample/assessment-306/,Sample assessment #306 for testing,['K'],45,No,Yes
Sample Assessment 307,https://www.shl.com/sample/assessment-307/,Sample assessment #307 for testing,['K'],45,No,Yes
Sample Assessment 308,https://www.shl.com/sample/assessment-308/,Sample assessment #308 for testing,['K'],45,No,Yes
Sample Assessment 309,https://www.shl.com/sample/assessment-309/,Sample assessment #309 for testing,['K'],45,No,Yes
Sample Assessment 310,https://www.shl.com/sample/assessment-310/,Sample assessment #310 for testing,['K'],45,No,Yes
Sample Assessment 311,https://www.shl.com/sample/assessment-311/,Sample assessment #311 for testing,['K'],45,No,Yes
Sample Assessment 312,https://www.shl.com/sample/assessment-312/,Sample assessment #312 for testing,['K'],45,No,Yes
Sample Assessment 313,https://www.shl.com/sample/assessment-313/,Sample assessment #313 for testing,['K'],45,No,Yes
Sample Assessment 314,https://www.shl.com/sample/assessment-314/,Sample assessment #314 for testing,['K'],45,No,Yes
Sample Assessment 315,https://www.shl.com/sample/assessment-315/,Sample assessment #315 for testing,['K'],45,No,Yes
Sample Assessment 316,https://www.shl.com/sample/assessment-316/,Sample assessment #316 for testing,['K'],45,No,Yes
Sample Assessment 317,https://www.shl.com/sample/assessment-317/,Sample assessment #317 for testing,['K'],45,No,Yes
Sample Assessment 318,https://www.shl.com/sample/assessment-318/,Sample assessment #318 for testing,['K'],45,No,Yes
Sample Assessment 319,https://www.shl.com/sample/assessment-319/,Sample assessment #319 for testing,['K'],45,No,Yes
Sample Assessment 320,https://www.shl.com/sample/assessment-320/,Sample assessment #320 for testing,['K'],45,No,Yes
Sample Assessment 321,https://www.shl.com/sample/assessment-321/,Sample assessment #321 for testing,['K'],45,No,Yes
Sample Assessment 322,https://www.shl.com/sample/assessment-322/,Sample assessment #322 for testing,['K'],45,No,Yes
Sample Assessment 323,https://www.shl.com/sample/assessment-323/,Sample assessment #323 for testing,['K'],45,No,Yes
